[URNAI REPORT AT 2020-08-24 14:01:40.841897] 
   Agent: SC2Agent
   ActionWrapper: SimpleTerranWrapper
   StateBuilder: Simple64GridState
   RewardBuilder: KilledUnitsReward
   Environment: SC2Env
   Model: DDQNKeras

[URNAI REPORT AT 2020-08-24 14:01:40.842095] WARNING! Starting new training on /home/lpdcalves//terran_ddqn_v_easy_fa316ed_t2 with SAVING ENABLED.
[URNAI REPORT AT 2020-08-24 14:01:40.857328] > Training
[URNAI REPORT AT 2020-08-24 14:01:40.857351] 
   Agent: SC2Agent
   ActionWrapper: SimpleTerranWrapper
   StateBuilder: Simple64GridState
   RewardBuilder: KilledUnitsReward
   Environment: SC2Env
   Model: DDQNKeras

[URNAI REPORT AT 2020-08-24 14:24:49.652696] Episode: 18/3000 | Outcome: 0 | Episode Avg. Reward: 3309.722222 | Episode Reward: 1875.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.8232206805310363}
[URNAI REPORT AT 2020-08-24 14:26:13.608779] Episode: 19/3000 | Outcome: 0 | Episode Avg. Reward: 3351.315789 | Episode Reward: 4100.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.8134010190713221}
[URNAI REPORT AT 2020-08-24 14:27:38.641823] Episode: 20/3000 | Outcome: 0 | Episode Avg. Reward: 3432.500000 | Episode Reward: 4975.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.8036984899352531}
[URNAI REPORT AT 2020-08-24 14:28:35.800233] Episode: 21/3000 | Outcome: 1 | Episode Avg. Reward: 3711.904762 | Episode Reward: 9300.000000 | Episode Steps: 1060.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7952242364615594}
[URNAI REPORT AT 2020-08-24 14:30:00.218177] Episode: 22/3000 | Outcome: 0 | Episode Avg. Reward: 3675.000000 | Episode Reward: 2900.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7857385262853109}
[URNAI REPORT AT 2020-08-24 14:31:22.742900] Episode: 23/3000 | Outcome: 0 | Episode Avg. Reward: 3569.565217 | Episode Reward: 1250.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7763659649461097}
[URNAI REPORT AT 2020-08-24 14:32:33.150693] Episode: 24/3000 | Outcome: 0 | Episode Avg. Reward: 3442.708333 | Episode Reward: 525.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7671052027654285}
[URNAI REPORT AT 2020-08-24 14:33:47.195068] Episode: 25/3000 | Outcome: 0 | Episode Avg. Reward: 3353.000000 | Episode Reward: 1200.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7579549061641779}
[URNAI REPORT AT 2020-08-24 14:35:06.133199] Episode: 26/3000 | Outcome: 0 | Episode Avg. Reward: 3297.115385 | Episode Reward: 1900.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7489137574706577}
[URNAI REPORT AT 2020-08-24 14:36:26.666749] Episode: 27/3000 | Outcome: 0 | Episode Avg. Reward: 3225.925926 | Episode Reward: 1375.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7399804547308139}
[URNAI REPORT AT 2020-08-24 14:37:42.401345] Episode: 28/3000 | Outcome: 0 | Episode Avg. Reward: 3322.321429 | Episode Reward: 5925.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7311537115207493}
[URNAI REPORT AT 2020-08-24 14:39:08.616232] Episode: 29/3000 | Outcome: 0 | Episode Avg. Reward: 3312.068966 | Episode Reward: 3025.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7224322567614775}
[URNAI REPORT AT 2020-08-24 14:40:28.744854] Episode: 30/3000 | Outcome: 0 | Episode Avg. Reward: 3252.500000 | Episode Reward: 1525.000000 | Episode Steps: 1200.000000 | Best Reward was 10850 on episode: 12 | Agent info: {'Learning rate': 0.001, 'Gamma': 0.99, 'Epsilon': 0.7138148345358849}
